Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
126348:16	109	5	no	5.8	med	other	unmodified	i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.	33	12
126348:16	113	7	no	5.8	med	other	unmodified	i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.	33	12
126348:16	191	5	no	5.8	med	other	unmodified	i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.	33	12
110384:95	192	6	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	169	2	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	61	2	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	187	5	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	172	3	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	228	2	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	98	5	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	191	3	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	147	3	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
110384:95	199	6	no	6.1	med	subject	unmodified	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,	47	12
164345:22	94	6	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	105	7	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	103	6	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	199	6	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	160	7	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	156	7	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	169	4	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	158	6	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	187	7	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
164345:22	164	7	no	4.8	new	other	unmodified	well, i think that in some cases, it is warranted.	10	12
19474:11	184	3	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	227	1	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	169	1	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	37	4	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	187	3	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	166	1	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	103	2	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	115	2	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	199	3	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
19474:11	234	5	no	6.5	new	other	modified	they had some real fancy names for them.	8	12
31480:39	211	5	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	212	1	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	187	3	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	103	2	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	158	2	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	232	5	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	192	4	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	88	3	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	186	1	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
31480:39	102	7	no	5.5	med	subject	unmodified	but i would think that, um, that some guidelines could be set  up to avoid that.	17	12
78294:14	187	3	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	139	2	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	86	1	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	210	7	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	223	3	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	165	1	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	143	1	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	191	3	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	233	5	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
78294:14	174	1	no	5.5	med	other	modified	they've had some terrible problems with hispanics,	7	12
57998:87	82	3	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	201	3	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	159	1	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	134	6	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	187	7	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	87	6	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	102	6	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	185	2	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	126	6	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
57998:87	221	3	yes	5.6	med	other	modified	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	62	12
44952:36	187	4	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	193	1	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	102	7	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	155	6	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	90	5	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	85	7	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	72	2	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	113	6	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	131	7	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
44952:36	167	6	yes	5.6	med	other	modified	i mean, i'm sure you heard about some of ours.	10	12
92394:53	187	4	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	95	5	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	103	2	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	199	7	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	192	6	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	71	6	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	216	7	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	179	6	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	88	1	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
92394:53	60	3	yes	5.9	new	other	modified	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,	25	12
79761:35	231	5	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	146	1	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	187	4	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	40	2	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	239	3	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	191	2	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	37	5	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	90	2	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	65	7	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
79761:35	107	3	no	6	new	other	modified	and he said, um, let's give her some race horse shots.	11	12
112058:22	187	1	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	75	6	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	193	7	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	79	7	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	191	4	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	61	2	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	129	7	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	88	7	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	131	7	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
112058:22	168	3	yes	5.6	med	other	modified	i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.	47	12
155521:29	201	5	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	95	3	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	199	7	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	109	6	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	77	2	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	168	5	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	214	4	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	187	5	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	72	3	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
155521:29	136	6	yes	5.2	old	other	unmodified	and i i've seen some of them like that too	10	12
87654:14	214	3	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	193	1	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	143	6	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	43	6	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	130	3	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	187	6	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	241	1	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	67	5	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	50	2	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
87654:14	84	5	yes	5.3	med	subject	modified	i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.	22	12
41388:61	46	5	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	214	5	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	187	5	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	199	7	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	181	3	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	161	7	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	88	3	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	217	7	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	136	6	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
41388:61	207	4	yes	5.4	old	other	unmodified	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,	28	12
32577:19	214	5	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	152	1	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	164	1	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	218	1	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	115	6	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	55	1	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	112	5	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	234	6	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	243	1	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
32577:19	119	3	no	6.5	med	other	unmodified	next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	21	12
29678:24	31	5	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	94	1	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	238	1	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	88	2	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	199	7	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	103	2	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	214	4	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	52	6	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	203	3	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
29678:24	95	3	yes	5.3	med	other	modified	people say let me see some of your work.	9	12
85881:104	104	3	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	214	3	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	52	1	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	77	2	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	56	7	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	134	3	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	187	3	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	103	3	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	192	1	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
85881:104	117	1	no	6.5	new	other	unmodified	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.	31	12
109712:50	159	1	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	72	2	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	194	1	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	165	3	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	167	5	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	67	1	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	113	1	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	192	1	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	185	4	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
109712:50	104	6	no	5.9	new	other	modified	but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get	29	12
139879:19	158	2	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	91	5	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	187	2	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	113	1	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	36	2	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	136	2	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	186	1	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	199	4	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	234	4	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
139879:19	68	7	no	6.3	med	other	unmodified	well, you've got some experience behind you in the work force.	11	12
97813:26	214	5	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	91	6	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	150	3	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	187	2	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	140	7	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	37	3	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	199	2	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	52	1	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	68	1	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
97813:26	229	1	no	5.9	med	other	modified	and, you know, maybe do some free lance type work at home.	12	12
156465:52	52	1	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	91	2	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	134	3	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	187	1	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	233	2	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	199	3	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	136	2	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	88	2	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	137	2	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
156465:52	167	5	no	6.3	new	other	unmodified	i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,	20	12
170859:54	211	2	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	214	3	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	131	3	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	233	2	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	72	2	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	123	6	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	187	2	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	171	1	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	125	2	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
170859:54	138	5	no	5.8	new	other	modified	uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them	18	12
31279:10	193	7	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	187	3	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	223	1	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	85	7	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	130	4	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	199	6	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	162	7	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	214	3	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	64	4	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
31279:10	124	1	no	5.4	med	other	modified	do some things that  are totally different and unheard of.	11	12
121757:115	187	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	199	2	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	134	4	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	113	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
