Time,Participant,Condition,Item,Response.orig,Response,RT,Weaker,Stronger,Sentence frame,scalar_construction,scalar_construction_prefix
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,10,No.,0,3974,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,10,No.,0,5723,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,10,No.,0,3732,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,10,No.,0,6005,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,10,No.,0,11447,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,10,No.,0,3163,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,10,No.,0,3882,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,10,No.,0,7931,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,10,No.,0,6246,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,10,No.,0,5710,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,10,No.,0,5789,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,10,No.,0,3997,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,10,No.,0,9956,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,10,No.,0,2929,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,10,No.,0,4667,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,10,Yes.,1,11315,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,10,No.,0,2410,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,10,No.,0,7476,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,10,No.,0,5337,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,10,No.,0,7618,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,10,No.,0,5881,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,10,No.,0,4443,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,10,No.,0,4633,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,10,No.,0,3912,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,10,No.,0,35789,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,10,No.,0,6075,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,10,No.,0,7868,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,10,No.,0,8432,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,10,No.,0,3635,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,10,No.,0,9946,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,10,No.,0,10066,dirty,filthy,Zack's carpet was dirty.,"Zack's carpet was dirty, but not filthy.","Zack's carpet was dirty, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,11,Yes.,1,5852,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,11,No.,0,4697,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,11,No.,0,6003,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,11,No.,0,8201,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,11,No.,0,2415,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,11,No.,0,8624,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,11,Yes.,1,8321,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,11,No.,0,3539,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668744,e88be932185082540d96daffce2556dc,ESI,11,No.,0,3370,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,11,No.,0,3923,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,11,No.,0,4053,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,11,Yes.,1,4878,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,11,No.,0,5914,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,11,Yes.,1,1051,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,11,No.,0,2566,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,11,No.,0,3081,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,11,No.,0,4166,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,11,No.,0,3510,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,11,No.,0,6730,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,11,No.,0,6542,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,11,Yes.,1,4880,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,11,No.,0,5308,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,11,No.,0,4053,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,11,Yes.,1,4691,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,11,No.,0,7117,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,11,No.,0,2169,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,11,No.,0,4863,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,11,No.,0,9955,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,11,No.,0,6502,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,11,Yes.,1,8715,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,11,No.,0,2417,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,11,No.,0,7441,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,11,No.,0,3424,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,11,No.,0,4195,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,11,No.,0,6929,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,11,No.,0,6513,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,11,No.,0,8061,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,11,Yes.,1,5969,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,11,Yes.,1,6480,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,11,No.,0,5043,dislike,loathe,The doctor dislikes coffee.,"The doctor dislikes coffee, but does not loathe it.","The doctor dislikes coffee, but does not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,12,No.,0,11715,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,12,No.,0,6519,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,12,No.,0,5683,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,12,Yes.,1,3769,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,12,No.,0,2768,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,12,No.,0,12514,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,12,Yes.,1,4420,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,12,Yes.,1,5996,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,12,Yes.,1,6916,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,12,No.,0,3049,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,12,Yes.,1,5560,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,12,Yes.,1,4965,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,12,Yes.,1,11944,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,12,No.,0,1470,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,12,Yes.,1,5231,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,12,No.,0,2929,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,12,Yes.,1,7202,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,12,No.,0,3747,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,12,Yes.,1,8781,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,12,No.,0,5647,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,12,Yes.,1,2385,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,12,Yes.,1,6841,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,12,Yes.,1,5587,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,12,No.,0,3184,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,12,Yes.,1,13516,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,12,Yes.,1,5660,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,12,No.,0,6434,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,12,Yes.,1,5908,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,12,No.,0,12098,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,12,No.,0,15503,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,12,Yes.,1,3519,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,12,Yes.,1,6850,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,12,No.,0,3488,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,12,No.,0,4826,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,12,Yes.,1,10993,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,12,Yes.,1,4875,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,12,Yes.,1,8487,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,12,No.,0,4742,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,12,No.,0,2588,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,12,No.,0,9338,double,triple,The sales will double.,"The sales will double, but not triple.","The sales will double, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,13,No.,0,4243,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,13,No.,0,4140,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,13,No.,0,8135,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,13,Yes.,1,13253,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,13,No.,0,3332,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,13,Yes.,1,3818,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,13,No.,0,8529,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,13,No.,0,3585,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,13,Yes.,1,4428,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,13,Yes.,1,6096,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,13,Yes.,1,5845,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,13,Yes.,1,3542,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,13,Yes.,1,12299,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,13,No.,0,4191,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,13,Yes.,1,4820,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,13,Yes.,1,4034,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,13,No.,0,4004,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,13,No.,0,12028,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,13,Yes.,1,14893,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,13,Yes.,1,4554,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,13,Yes.,1,14067,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,13,Yes.,1,6636,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,13,Yes.,1,5521,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,13,Yes.,1,12937,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,13,Yes.,1,4759,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,13,Yes.,1,4152,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,13,Yes.,1,9697,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,13,Yes.,1,7090,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,13,Yes.,1,5181,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,13,Yes.,1,9750,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,13,Yes.,1,3434,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,13,No.,0,4485,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,13,Yes.,1,13346,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,13,Yes.,1,7833,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,13,Yes.,1,9484,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,13,No.,0,6953,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,13,Yes.,1,5404,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,13,Yes.,1,5785,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,13,No.,0,6357,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,13,No.,0,21039,equally,more,That candidate is equally skilled.,"That candidate is equally skilled, but not more.","That candidate is equally skilled, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,14,No.,0,5764,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
