Item,Sentence,surprisal_at_strong,predicted_token
63704:23,"now, okay, we run into some problems once,",11.55137825012207,all
146662:13,and there are some fire stations i can take newspapers to,12.144700050354004,all
20307:42,i thought maybe you had come from somewhere else and had some experience with taxes there.,7.264784812927246,many all
81221:70,"i think you have to let, yo-, you got  to segregate some of it.",15.047063827514648,all
95645:41,"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,",10.99541187286377,all all
146544:24,"i do think that there are some significant kinds of things to to look for  , you know, if you are faced  with placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that  is offered  and such",11.62540054321289,all all
136383:15,or you been doing some remodeling work on it.,14.805238723754883,all
81838:54,"so it 's kind of hard at that point to, you know, classify some of the builders.",13.312183380126953,all
160994:25,"but there's some also some, uh, not so smart ones.",8.023111343383789,all all
83056:37,"uh, we're probably making a comparison against, uh, some european and, uh, and, uh, uh, s-s-say, newer republics that, uh, that  have very high percentages.",11.692049026489258,all
97004:103,"because, uh, i, i guess i placed all but one or two of my calls. and, uh, only because i going  to make some money,",13.905107498168945,enough
15155:80,"i mean, and it 's nice to, to try  to teach young people some, some, uh, uh, civil, uh, consciousness,",7.174066543579102,some all
30504:13,and we have some education programs that he likes .,12.705690383911133,all
39049:23,"in the winter time i usually plant some pansies in there,",11.407114028930664,all
84185:16,now i have got some daffodils.,11.50418472290039,all
24056:22,but i know there are some fields where it's really not necessary .,11.432059288024902,all
135381:35,"to me, half the time it's more fascinating than some of these made up stories.",11.94873046875,all
155741:63,"i think by  putting term limitations on you could, you could slow down some of the problems.",15.346242904663086,all
67111:87,"and some, some of the people, uh, some of the higher dollars lawyers and stuff downtown too, are picking up some of those great big houses,",6.934616565704346,all all all all
20734:79,"they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some things.",9.978464126586914,all all
149904:6,"and some superficial type damage,",13.723417282104492,all
118753:13,i think in some ways that  they need  to be more careful of the teachers that they hire .,11.598252296447754,all
117354:63,"i just still have need for the four bedrooms  just having company from time to time. and some of them coming back home and things, you know.",12.649031639099121,all
72832:14,there may be some schools you could read about  and learn.,12.078079223632812,all
129171:26,what do you feel  are some of the main problems.,13.533044815063477,all
56317:78,"and while that's cooking, i take mayonnaise, about a cup of mayonnaise, and a teaspoon of mustard, and some garlic powder,",13.902477264404297,all
91286:72,"yet, like, say, you know, the university of small town in arkansas or something, might have some top specialists in my area.",9.927753448486328,that all
146901:36,"because i had some appointments at the office  today, some interviews",10.424983978271484,all all
129083:10,they have some good management principals in this new generation.,12.221776008605957,all
80278:17,it's just some of those women that  come up there  looking like arnold schwarzenegger's sister just doesn't get it.,10.668416976928711,all
130276:4,"some people,",11.232915878295898,all
15749:21,"well, now, we had some friends that  went  to see it",10.112245559692383,all
63108:7,"and some of them require me to go out of town,",11.567492485046387,all
95586:13,it's got some pretty strong competitors.,12.487455368041992,all
36621:7,but some of them are really nice,12.177058219909668,all
107709:28,and i think we'll probably experience some of your weather although i think they have more humidity.,14.853501319885254,all
138943:28,"you may get a cold snap or two or some rain or something like we've been getting  in december,",11.640633583068848,snow much
112498:14,and save you some money too.,12.951733589172363,all
36613:5,some of them are pretty rough.,12.614051818847656,all
11767:21,"and i hope you enjoy some more good movies late-,",9.158743858337402,all
38898:13,and i did some of that.,15.361820220947266,all
35576:25,"and i was picking up, uh, some background noise,",13.004547119140625,all
114610:10,we get some killer winters up here in the mountains.,8.582018852233887,all
121757:169,"if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.",8.338028907775879,some much any all all all enough
1843:22,"i mean i've heard some songs that, that i just thought  were horrendous cover versions of,",10.088614463806152,all
56109:69,"it 's just probably a good thing that the oil's burning and may, may, make some people realize that hey, you know, this stuff runs out.",9.440503120422363,until
155092:75,"well our situation is just a little bit, kind of the opposite of that cause my wife was not working for some time and was going to school and just recently, uh, took on a full time job,",14.896783828735352,much
126761:25,"e-, even in some families some people talk a little bit different.",7.488089084625244,all all
177328:13,"i've done some other things too. uh, you know.",9.599858283996582,all
13977:49,"i think they should either do that, or, or afford some time to the military, or, or  helping elderly people.",14.926725387573242,enough
176960:92,"at the bottom end, they, uh, are always willing  to, uh, let in cheap labor if it lowers the cost of doing business in some particular area and has strong support from the, powerful people in that area.",14.2828950881958,any
55386:25,and he's had his problems with some of the old guard himself.,12.471124649047852,all
170740:34,because i know my grandparents wanted  to have some independence still.,11.92120361328125,all
38927:18,but i have recently done some cross stitch.,14.51396369934082,all
169939:81,"and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms  and there's, it's completely generic.",12.307099342346191,all
126761:30,"e-, even in some families some people talk a little bit different.",7.488089084625244,all all
156938:9,"but in some cases, yes.",11.655047416687012,all
31278:24,maybe there need  to be some radical changes made.,10.106719017028809,all
10841:72,"but, uh, uh, it, it did show some, some, uh, some interesting things about the f b i",7.960308074951172,all all all
16319:19,go  buy me some strawberries.,10.874374389648438,enough
75552:115,"it's kind of scary when i think of what  will happen in twenty years, you know, when i have kids and they're grown  and, uh, just kind of some of the changes that  will happen even more",11.906550407409668,all
56842:9,"uh, some countries voting is obligatory.",10.819252014160156,all
53389:28,"i, sometimes i hear some things on, on the radio.",8.842066764831543,all all
130958:7,but some of those are pretty big.,11.735576629638672,all
108790:33,"and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.",10.787822723388672,all all all
166774:13,but there's some of the day-to-day needs that they just are not able  to deal with  physically anymore.,12.711895942687988,all
30001:7,"but some things, especially letters, if they suggest certain colors for letters, i just go with whatever i want  to .",10.743711471557617,all
163414:55,"i guess i k-, i think it's got some relevance,",12.781617164611816,all
94780:11,"and, uh some people do",10.012564659118652,all
8866:65,"and that, oh, i guess, ranges anywhere from, uh, carpentry work to, um, um, some types of furniture and, um, oh, i don't know what you would call them , knickknacks, i guess, stuff you hang  on the wall  to put a mirror on",12.196061134338379,all
122706:39,where they may have just had a teaching major and then had some social studies courses,14.08920669555664,all
111758:13,"and i had some time off in the afternoon,",13.60716724395752,all
90051:29,"so, i told them he strangled on some chicken",12.040559768676758,all
35130:35,"i sit, i sit and watch some shows,",14.15963077545166,all
2199:135,"and they did an analysis  for us based on what we were putting  in and the time frame that we wanted  to look at , and then gave us a good idea back, you know, some good information  back on whether or not we were going  to achieve those goals, and, or not, and what we needed  to do  so that we could achieve them and the money we could put  in at what time.",13.31812572479248,all
72090:7,and some of them are real short,11.751798629760742,all
134176:70,"and we'll let them try  to drink out of some of the lakes and try  to fish in some of the lakes that  have been suffering from, uh, the, uh, acid rain",13.132651329040527,all all
109394:16,"but i guess some of the other smaller colleges might, might be a lot different.",11.611442565917969,all
47430:120,"speaking of bush, we're going  to get a little off topic but speaking of bush, they that had a story where he went  to visit some little, uh, elementary school students, and stuff .",9.184724807739258,all
34149:38,"you can go down and shoot up against a sand bag and some targets and have, uh, competition.",13.032551765441895,all
132454:18,it beats memberships at some of these clubs.,13.71751880645752,all
107258:36,and i think though that we need  to have some liquid  around that you don't have  to go through the company  to get .,13.019798278808594,enough
102016:6,and some hard-boiled eggs.,12.324517250061035,all
99170:29,"i, i think some of the dress codes are different at different schools.",13.048382759094238,all
158120:17,"like say some young kids or something like that that  might be inclined more towards a life of crime, had  to sit and watch and, and see a guy burn or, or, you know, something or shot  by a firing squad or something like that.",8.018444061279297,all any any any
89068:107,"but, uh, so when you are first going to school  that, you kind of have the luxury of  being able  to have some latitude in choosing the place to go .",13.572933197021484,all
131517:11,"especially in some of these schools around here, i think they have about twenty percent older students.",13.034555435180664,all
96870:36,"they were. i was listening to some of the comments on ra-, television  the other day, uh, about it,",13.958006858825684,all
94784:6,and some people don't.,10.422011375427246,all
51562:11,they had some other expenses that  came up,11.7603120803833,all
13347:26,"well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things.",11.40295696258545,all all
24192:41,"and, um, i also have a good languages background, linguistics. and some psychology.",14.816154479980469,all
58962:27,"ye-, you take some of the batter out and give it to someone else",11.069336891174316,all any
147337:25,i am sure you have got some really good nursing homes around dallas.,10.063394546508789,all
50706:31,it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids.,12.895159721374512,all
135016:25,"um, i try  to do some painting, although i'm not very good at it.",16.424753189086914,all
38792:27,it's a lot about spiritual warfare and some things like that.,11.66934871673584,all
149736:22,"and, uh, they've had some impact, but not a tremendous amount,",12.10684585571289,all
13059:11,"i sold some of them,",13.917380332946777,all
95345:10,"i do some p c stand alone work on it,",12.01000690460205,all
97320:78,"i was rea-, i was really looking forward to summer, thinking oh, we are going  to have some time off.",12.80738353729248,enough
42183:38,"uh, i can't remember what the town was , some little area.",13.420605659484863,all
45067:40,"and, okay, this, this candidate tells you some things that  are going  to happen",9.917244911193848,all
7361:10,they have some nice stuff down there.,12.005359649658203,all
59953:42,"i wonder if a judge didn't have control of that if some of that would change, you know.",12.137187004089355,all
152359:98,"although he, you know, the more complex your structure  the, uh, less difficult it  is  to kind of carry some things through",12.694311141967773,all
161018:14,"i mean, some people seem fairly well suited for for, uh, miniature poodles and such.",11.583354949951172,all
129179:18,"uh, in dallas, some of the major problems, uh,",12.937334060668945,all
39025:60,"and whenever i go  visit my parents , they're always saying, well, bring some of your tapes.",14.260108947753906,all
66763:14,"but, um, some of these people are just out and out brutal.",10.668307304382324,all
127011:17,i can associate with some of the people in that movie because of the young students i see  over at the medical school.,12.121284484863281,all
101025:37,"but from talking to people in other districts there are some major problems, uh, with dropouts.",11.034271240234375,all
131523:14,i've seen some people that  are really quite up there you know,10.485418319702148,all
13424:16,"and in fact, some of these things i get , some of these questionnaires,",11.867035865783691,all all
151338:21,"uh, like i said, some industries, though, i think it'd be very necessary,",10.166629791259766,all
122792:22,"well, if you play with some consistency though, you can get it right back down.",13.587788581848145,all
39625:37,"sliced tomatoes and then green pepper strips, just over it, and some red onion slices, and just a little bit of, um, basil, and then a little italian dressing over it.",12.251809120178223,all
43046:79,"it would be an interesting, it  would be even more interesting you, you to be some of these people who  are at the other end of the spectrum.",10.297262191772461,all
164185:22,"i, in some ways, it's almost worse than murder.",11.520569801330566,all
70851:34,"and, uh, so, we had  to make some adjustments",11.708256721496582,all
91333:59,"um, you know, when i first was applying for graduate schools , i applied to some big programs , you know, in this area, like stevens institute of technology, which  is recognized  in the northeast as, as, you know, one step below m i t in a sense, you know,",11.627059936523438,all
159281:32,"and, uh, then i had  to do some volunteer work here in tyler, texas",15.25281047821045,all
4008:21,"he did, well, in some of the later movies",11.340657234191895,all
4457:24,"so, there must be something to some of them.",8.657512664794922,all all
167015:43,"and there r-, there are s-, some substantial, nasty penalties, um, if you, if businesses try  to avoid that.",11.698281288146973,all
67607:18,"i mean there are some people,",10.333951950073242,all
55892:50,"uh, and i find ways  to, to turn some of that back to, to others .",12.94229507446289,all
87190:11,"that's some of the things i think  about it,",14.360285758972168,all
142780:82,"as far as the rangers are concerned , i think, i think they need some, definitely need some pitching.",9.257539749145508,much all
2006:5,"some of it,",13.269604682922363,all
163703:15,"i think some of them, the artists are even, uh, hitting the pop charts.",12.500818252563477,all
7282:17,"kind of gives you some space for yourself,",13.117691993713379,enough
157519:107,"i'd read one book, i think it was calls  trial by jury of all things, that, uh  went through and interviewed a bunch of jurors in some of the big cases, and in many cases  looking at what  had, at the evidence afterwards as to whether the decision was right, went back to the jurors, uh, based on the deliberations.",13.075491905212402,all
127350:66,"i've, i've heard they're, i hear you have some problems.",11.153660774230957,all
106267:29,i'd have  to go back through some expense reports.,12.978514671325684,all
143543:20,"and there are, uh, some fairly sophisticated approaches that  are used  in the high schools with point systems and things like that so that people, uh, gain a competence with respect to the material.",12.45555591583252,all
75025:28,"i mean we need  to redo some, rewiring ourselves",11.518386840820312,all
169902:90,"i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some of the patients asking for things , uh, just repetitively and, but things that  are not reasonable,",11.671411514282227,all all
69673:14,"they've mumblex some companies that  are doing, uh, hair tests.",11.460143089294434,all
42623:15,"i mean, some of these saturday night specials that these companies put  out, that  are, pie-, i mean, they're are",11.643876075744629,all
169857:78,"i think i'd look for a home where they got a lot of attention  and, uh, where they did some things  to try  to keep them, um, mentally alive . and where there was, uh, caring and compassionate, where there were caring and compassionate people, uh, operating it .",11.760050773620605,all
84633:31,"i mean, they are eighteen to twenty-four, some of the young men and women.",11.650875091552734,all
123034:17,"i know maybe some of the big things that, uh, uh,",11.105201721191406,all
32942:10,they have some little buds on them,10.543152809143066,all
39035:20,"and they said, bring some tapes with you.",12.746231079101562,all
20045:19,even better than jaws and some of that.,11.908852577209473,all
66700:13,"you know some people on the case were, were a little hesitant on convicting him on some of the charges",9.529609680175781,all all
108757:10,"um, some of it, um,",14.035755157470703,all
91185:45,"but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,",10.361550331115723,all all
149748:21,"you know, particularly in some of the housing projects, uh, you know, that's, that tends  to be where a lot of that crime is focused",12.264493942260742,all
93765:12,"so they took some time off that, uh, they could show us around.",14.055530548095703,enough
38055:13,"and i process some ratings and put, do graphics for their television stations, mumblex their clients,",13.263689994812012,all
87128:10,"there's some absolutely lovely and marvelous and peaceful areas in washington. regardless of the racial makeup,",11.148327827453613,all
62717:78,"but that's one thing  to be said  for credit. it, how, it gets you some muscle where you need it  .",13.278958320617676,enough
44903:37,"and ma-, maybe let them have some mock, i mean uh, you know elections and stuff and vote for different people in their classes and start  really young.",9.27874755859375,all
22696:54,"i guess the weirdest thing i've ever caught  is, uh, in some of the inlets and the rivers around mumblex delaware.",12.49140453338623,all
61208:34,"and the, the ground will filter some of it but not all of it.",14.96626091003418,all
66700:68,"you know some people on the case were, were a little hesitant on convicting him on some of the charges",9.529609680175781,all all
115343:46,"i read, uh, a lot of steven king, dean r koontz, uh some danielle steel.",8.728218078613281,all
102998:7,"but some of the different things we're doing , uh there's just not a time, enough time to do it all",12.225885391235352,all
7758:15,"but, there are some others out there that i don't believe  deserve the money they're getting .",9.300622940063477,all
133518:49,"well, it went pretty well, uh, other than the fact that we encountered some, uh, problems that you run across  in older homes with plumbing, which one thing led to another ,",9.15407657623291,all
142083:50,"some, uh, you know, i have some good shots and some bad shots.",9.135231971740723,all all all
45097:7,"now some people object during primaries,  having  to declare a party, whether republican or democrat",10.835630416870117,all
128696:11,they have some of those in ohio.,11.870043754577637,all
146829:11,you see some of the stuff,13.842732429504395,all
121775:13,"um, maybe some rolls and, um, i guess  some, uh, some rice or something like that.",9.779730796813965,all all all much
50456:132,"you know, we, we've got folks running around here who  get, who  get degrees in basket weaving and you know, underwater psychology, or some, some ridiculous stuff like that.",10.96983528137207,all all
104342:23,"and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were .",12.502264976501465,all
128305:9,"occasionally, some ice skating will come on, on a sunday or during the olympics",15.022134780883789,all
70357:25,"and, they have, of course, some pretty severe storms, winter storms, snow and that type of thing.",10.31648063659668,all
144063:31,"well, th-, there were some people that, uh, that  had a problem with that. because they found out later on that, jeez, you know, a guy will lie rather than get killed .",10.481257438659668,all
108856:73,"you can't understand what they're saying  on some of those songs which  probably is just as well on some of them, too.",11.381596565246582,all all
141004:32,and then they'll get  to pick out some of those favorite snacks that they get  to pick  out,13.144696235656738,all
2345:21,"i, uh, have attended some seminars that  had some tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,",9.780838012695312,all all all
19745:104,"if you ever get a chance to go over to vicksburg, the battleground at vicksburg, uh, there's an area there where there was, uh, some texas, uh, groups",10.654844284057617,all
133013:23,"um, and it really saved us some big money once.",12.751075744628906,really
11082:15,but they're predicting some more snow for our direction.,10.941171646118164,enough
134301:16,"or, just have some wild flowers growing back there would be real pretty.",10.084606170654297,all
125857:6,"and some days he doesn't,",11.07046127319336,all
122421:31,"uh, what, what are some of the shows that you have been able  to rent   though.",12.401554107666016,all
54373:11,there are some kurds living in iran.,13.458393096923828,all
26057:49,"well, having, having been out of the credit game for some years now, i've gotten used to  either paying in cash or not getting it.",8.918201446533203,enough
18479:6,"and some places, they, they, they really nail them for tax.",9.467598915100098,all
99651:29,"well, it sounds like he's got some really, you know, good strong ideas of what he wants  to do .",8.365827560424805,all
71201:52,"uh, i kn-, i'm familiar with some, some upbeat school areas,",9.113574981689453,all all
20722:22,i know they're doing some curbside recycling as a kind of a test there.,14.336931228637695,all
42470:35,"but somewhere we've got  to come up with some money to build,  to build more, you know, and keep these people in them, you know.",8.696890830993652,all enough
105485:20,"but, uh, we did some water skiing , of course, and, and, uh, driving around the lake in the boat",13.084175109863281,all
168607:32,"and i thin-, there's also some, uh, i think, uh, poorer lifestyles illustrated but simply because it dominates so much discussionary time.",8.833735466003418,all
52983:20,"i know there are some good places to go  camping  along the, uh, the lakes.",13.025676727294922,all
51876:10,you get some kids in there,10.573104858398438,all
158476:38,"but they also did, they also did some of the teaching things",17.392627716064453,all
99247:72,"i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.",10.696288108825684,all
6396:60,"and then i think there's, i mean i think there's some negatives,",12.19019603729248,all
17721:21,"i've, uh, had some health problems that  have led me to, uh,",10.912431716918945,all
65910:42,i would like  to be a little more into investigating some of the other countries in the world and their educational problems. and to come up with something a little better than what we've got .,12.993219375610352,all all
77759:32,but i think it would be nice if some of the parents would be around for a few more hours.,12.645797729492188,all
66134:57,"i, uh, i'm trying my best right now  to pay off some of mine.",13.865248680114746,all
16212:24,"i was going  to make some, uh, like fish chunks and dip it in the fondue.",10.581831932067871,exactly
70974:78,"so. but, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, for-, that  are more, you know, nonessential items.",10.788470268249512,all
125802:14,"you know, some places just specialize in just real little ones",11.201522827148438,all
17546:43,"and, after i, i graduated, i read some of the old classics that i just bluffed my way through  and have found that i enjoy them quite a bit, too, uh,",13.464214324951172,all
13296:18,"there are, uh, some groups that  have their children, you know, go away for a year.",12.61591911315918,all
167359:42,"and, uh they have put plastic, plexiglas kind of stuff in some of the windows.",12.9846830368042,all
14833:77,"we're going  to solve, try  to solve the aids problem while, while, you know, some people are getting killed  here and there",10.664727210998535,all
121783:13,that would take some planning,10.350887298583984,all
148130:31,"uh, i suppose that puts me on some mailing lists and so forth, because i do get things from ski associations and things, uh, at, during the year.",12.314780235290527,all
155085:10,"find some extra payroll deductions is probably the only way we will be able  to, uh, do it .",12.324270248413086,all
168991:40,"so. but, uh, you know, for some people that's good.",10.344714164733887,all
162314:57,"i, i guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that",10.640880584716797,any much any
157961:33,"and it has, um, helped us to afford some things for our children that we couldn't otherwise  that i think  are wonderful particularly at this age,",10.552502632141113,all
135453:35,"i know, uh, the bri-, some of the british people laugh at us because we're so enthralled with their royalty.",11.664362907409668,all
76160:21,"and so, i think some of the things that i did  paid off.",14.620223045349121,all
64969:22,and i hope you get some more calls and make some more calls.,9.592427253723145,enough any
79557:42,"i, i'm glad,  to see some of these things, i think .",13.417807579040527,all
81720:33,"and he's trying  to save the land from some, ooze.",13.402706146240234,all
45790:32,"now, they've been able  to get some good players and come around",11.509491920471191,all
1206:10,and then some of them are speaking in a foreign language that i don't even understand .,10.848474502563477,all
72488:43,"but we may have  to give up on some, some things.",7.967958927154541,all all
117330:23,it ended up i got some furniture  back that one of them had moved  out or something.,12.661022186279297,much much
27773:13,i listen to some country and western,11.636506080627441,all
141908:36,"well, it seems like, i don't know, some things are sensationalized",10.579689979553223,all
64299:18,"the other day we had some hail, the biggest hail i've ever seen  in texas.",12.727343559265137,enough
9524:43,"well i mean i've had some pretty bad, i guess some pretty controversial topics",8.290822982788086,all all
2582:17,well i've seen some people try  to just come in like over the weekend because they want  to use the texteller machine.,9.996220588684082,all
3372:16,they came up with some pretty weird stuff after that.,12.643881797790527,all
164949:21,"ended up  getting some scholarships to go to college  and which  has been, you know, which  is really nice,",13.242616653442383,all
66483:25,what 's amazing is some of them have been on death row for a number of years.,12.762184143066406,all
59544:10,"and then some of the bigger companies,",12.133321762084961,all
33291:14,make hot dogs or some potato chips,11.416051864624023,all
172002:14,there would be some types of crimes for which you're not guaranteed  a jury trial .,11.873042106628418,all
38641:36,"i've always wanted  to go back and read some of my literature texts from college um, because i enjoyed some of those stories so much,",13.751423835754395,all all
63398:14,they even have some late night ones for people that  work second shift and things like that.,10.994956016540527,all
172589:128,"when you have the, when you have the, uh, the economy to scale and everything that a large corporation has  , and you can, uh, offer some incentive",12.2701416015625,all
136292:43,"we've been getting quite a bit, maybe not quite as bad as some of the folks down around san antonio,",9.840937614440918,all
153785:23,"you know, i have done some bow hunting",11.426015853881836,all
86100:26,you have  to have some compassion some humanness.,8.078597068786621,enough all
138350:6,and some ways i didn't.,10.259542465209961,all
103644:40,"i, i think, with solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.",14.50659465789795,all all
70123:18,at least y'all are getting some rain up in dallas.,11.710907936096191,all
16456:40,"you put, um, really good vanilla favoring  in it and some butter",12.333292961120605,all
31195:47,"but, uh, still i, i questioned the ability of some of the teachers to, uh, really do a bang-up job,",11.246233940124512,all
166876:51,i think that should be left  up to people who  have some knowledge in the subject and more knowledge than a jury would have.,12.848477363586426,all
28597:28,"and we, uh, got a quote on some laser printers  the other day at six hundred dollars.",11.120828628540039,all
23951:137,"and if you take, uh, little pieces of pork  and you fry them, like little cubes of pork. and you fry them with garlic and a little bit of, couple dashes of hot pepper and then mix some hoi sin sauce with sherry, just a little sherry  to thin it, and stir that in.",11.943255424499512,all
162249:54,"but, uh, there's a four o one k plan uh, for, uh, sheltering some taxable income.",17.050352096557617,all
154986:45,"and then i, and then they in turn will get some money from the bottlers and from the the people that  do the canning of the pop and the beer as as well.",14.705999374389648,all
362:44,"that's just a matter of defining priorities, i guess or some priorities anyway.",9.92840576171875,all
31533:12,and it takes some drastic steps at this point.,10.722603797912598,all
136205:15,so there has been some flooding,11.332367897033691,all
159592:14,"but, uh, some of these groups now like slaughter.",11.444467544555664,all
100603:25,"usually there has  to be some wealth involved, which  is great, if, if you're financially, if, if you don't make the decisions so late that you're worried about money",13.60651683807373,all
97106:13,"it's, some good, some bad, uh,",9.248713493347168,all all
20176:47,"so i think in, in some as-, some ways we are, uh, becoming a little too egalitarian in that, in that sense,",8.754883766174316,all all
43559:43,you wonder how in the world they ever got them to do some of these things .,13.82315444946289,all
82687:34,"but, you know, i know there are some days when she wi-, she wishes she was back at work .",10.273276329040527,all
16608:27,i was trying  to think about some of my favorite people that i liked  in music,11.509263038635254,all
160988:9,"but also some poodles, uh",12.500256538391113,all
12998:28,"and he, he likes some of the new groups like shenandoah,",12.691949844360352,all
63963:80,"i, i wonder about some of the prod-, products that they don't take , like some of the plastics and things that they don't take . uh, why, why they couldn't do more recycling with those .",11.116830825805664,all all
72420:95,"there are a lot of jobs that  are coming about, like in computers at home, and those types of things, that  would at least in some ways, um, bridge the gap.",10.705068588256836,all
177493:13,i've cut some one by eight oak before.,10.111801147460938,all
84120:11,there was some plants that  are just spring bloomers,11.150748252868652,all
77843:15,every weekend there was some visiting somewhere.,6.993887424468994,many the
123916:50,i don't know who  played when and who  does what like some guys are.,9.564329147338867,all
99608:4,"some schools i know  give, uh, oh,",12.059545516967773,all
28274:4,some kids are really having it.,11.218161582946777,all
38651:29,"um, i trying  to think of some of my other favorite books,",13.286803245544434,all
4489:44,"and, uh, so it's had that orientation for quite some time.",14.199758529663086,much
148463:10,"um, some of it sounds more like pop music.",14.593345642089844,all
71322:37,"in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.",11.73216438293457,all
152284:11,like in some of the large oil companies. there has been massive lay offs.,11.709328651428223,all
97229:18,or we really do develop some health problems.,11.987221717834473,all
143752:15,it seems that some of them have gotten higher,13.038985252380371,all
50719:6,and some people would get military service,12.224515914916992,all
168823:14,"but there were some things  that people brought  up like well what  happens if they, they get a false positive, you know, what recourse do you have .",10.437158584594727,all
168236:157,"uh, and really, i-, i-, we were really forced  into  keeping a budget because i'm, i'm paid once a month which  sort of, sort of forces some, uh, uh, restrictions",9.588522911071777,all
33143:60,"but there's, uh, they're a pain to peel  for some people.",11.203536033630371,all
20838:36,"and so, you know, when i found out some places to take it",10.739368438720703,all
151303:29,"well, you know, you can take some of that, that testing a little bit too far.",12.781662940979004,all
60960:37,"on channel thirteen, uh, they had some, some programs the day before,",9.7689847946167,all all
75571:7,and some of the other ones weren't born.,11.165855407714844,all
43815:11,there's some nice stuff  over there to see .,12.644630432128906,all
26291:55,"and, and, it's, it's limited application in some respects.",11.940561294555664,all
55120:15,"boy, they'd some big changes, speaking of them.",8.716976165771484,all
7100:11,"well, and some people use one credit card  to pay for another credit card they own ,",11.96494197845459,all
71321:4,"some states they pay, uh,",10.982253074645996,all
138141:9,put some shelves in,13.645917892456055,all
77852:30,"we, although we have some relatives in the area that we, we see , we,",9.709281921386719,all
89259:13,i think some parents go a little bit overboard.,10.888444900512695,all
98986:4,"some people just sit on them once in their lifetime, you know, if they're that lucky sometimes. or, you know, what, whatever the case may be . and, and may not have any idea of what, what the standard punishment  would be  for it.",10.3540620803833,all all
32953:16,"and i've got some broccoli, uh, onions some, some radishes and, uh, uh, beets.",9.103608131408691,all all all
166806:63,"i think that a majority of the places in the u s, uh, you know, there is some government aid available,",15.210144996643066,all
111407:85,"i was just in the shower after  finishing mowing the lawn and, you know,  mowing the lawn and removing some old petunias out of the garden,",10.380414962768555,all
160087:28,"uh, you know, as sort of some development and some training, uh,",10.810700416564941,all all
176211:25,i'm sure there must be some good ones around here somewhere.,7.355720520019531,all here
140818:41,"well, we've heard bad, we've heard some bad things about some of those, you know,",8.153658866882324,all all
80438:40,"but when you get into some of these, some of health clubs where you just stand around and wait  .",10.354679107666016,all all
124760:28,"that might help a little bit, especially in some places.",12.08586597442627,all
61917:28,and also i'm interested in writing some programs that  will kind of like remind me of things like remind me that wednesdays is trash day and the like.,12.870062828063965,all
33466:11,i got some interesting information about crawfish,14.8439359664917,all
139729:13,we've got some children,10.452020645141602,all
38592:10,"right now some of the things i'm working with  are kids that  are dealing with sexual abuse,",14.177508354187012,all
72079:13,"or sand even some of them,",12.386152267456055,all
127456:31,"oh, i, i know some of the people.",11.346822738647461,all
88001:23,"that would provide, uh, possibly some relief there to utilize some of the property taxes for other things, see.",12.876648902893066,enough all
61752:73,"so, uh, we got, we, we put dirt in the hole and then put some chicken wire around it, you know, so that he couldn't get out.",14.395768165588379,enough
87240:87,"and i, i, i, i have  to think that, that it has some influence on it.",12.269000053405762,all
140196:19,"uh, and then what some people would consider  a little more difficult, i, i'll change spark plugs",10.010701179504395,all
128489:17,"but if you do some basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour.",11.691730499267578,all
3878:16,well i've gotten some good ideas from you.,12.453851699829102,all
156086:35,"well, not, not as hard as some places out west because you don't get the, uh, major pollution sources as you do out in denver  with the inversion and los angeles and a-, rest of california which  is just terrible it sounds.",8.399681091308594,all
174581:22,"and, of course, you have some savings in terms of taxpayer money  keeping people in jail or not.",13.602304458618164,all
161281:21,"i'm into, uh, some industrial music that 's, a, a bit even harder than that.",11.389046669006348,all
76223:21,"anyway, it ended up after some pretty, uh, heavy bidding, that i got all those bricks for forty dollars.",11.35145378112793,all
118955:17,"these, some of these young kids you read about ,  just doesn't bother them to kill someone at all",9.791909217834473,all any
136135:14,"he does have some real bizarre things, i think .",11.104667663574219,all
